prAti	liNg	DAtu	gaRa	upag	lak	puru	vac	__vAkyam__
hari	puM	kzip	div	para	low	para	dvi	harI kzipyatAm
hari	puM	kzip	div	para	low	para	bahu	harayaH kzipyantu
hari	puM	kzip	div	para	laN	para	eka	hariH akzipyat
hari	puM	kzip	div	para	laN	para	dvi	harI akzipyatAm
hari	puM	kzip	div	para	laN	para	bahu	harayaH akzipyan
hari	puM	kzip	div	para	viDi	para	eka	hariH kzipyet
hari	puM	kzip	div	para	viDi	para	dvi	harI kzipyetAm
hari	puM	kzip	div	para	viDi	para	bahu	harayaH kzipyeyuH
hari	puM	kzip	div	para	lfw	para	eka	hariH kzepsyati
hari	puM	kzip	div	para	lfw	para	dvi	harI kzepsyataH
hari	puM	kzip	div	para	lfw	para	bahu	harayaH kzepsyanti
hari	puM	kzip	div	para	luw	para	eka	hariH kzeptA
hari	puM	kzip	div	para	luw	para	dvi	harI kzeptArO
hari	puM	kzip	div	para	luw	para	bahu	harayaH kzeptAraH
hari	puM	kzip	div	para	ASIr	para	eka	hariH kzipyAt
hari	puM	kzip	div	para	ASIr	para	dvi	harI kzipyAstAm
hari	puM	kzip	div	para	ASIr	para	bahu	harayaH kzipyAsuH
hari	puM	kzip	div	para	lfN	para	eka	hariH akzepsyat
hari	puM	kzip	div	para	lfN	para	dvi	harI akzepsyatAm
hari	puM	kzip	div	para	lfN	para	bahu	harayaH akzepsyan
hari	puM	kzip	div	para	liw	para	eka	hariH cikzepa
hari	puM	kzip	div	para	liw	para	dvi	harI cikzipatuH
hari	puM	kzip	div	para	liw	para	bahu	harayaH cikzipuH
hari	puM	kzip	div	para	luN	para	eka	hariH akzipat
hari	puM	kzip	div	para	luN	para	dvi	harI akzipatAm
hari	puM	kzip	div	para	luN	para	bahu	harayaH akzipan
hari	puM	Ap	sv	para	law	para	eka	hariH Apnoti
hari	puM	Ap	sv	para	law	para	dvi	harI ApnutaH
hari	puM	Ap	sv	para	law	para	bahu	harayaH Apnuvanti
hari	puM	Ap	sv	para	low	para	eka	hariH Apnotu
hari	puM	Ap	sv	para	low	para	dvi	harI ApnutaH
hari	puM	Ap	sv	para	low	para	bahu	harayaH Apnuvantu
hari	puM	Ap	sv	para	laN	para	eka	hariH Apnot
hari	puM	Ap	sv	para	laN	para	dvi	harI ApnutAm
hari	puM	Ap	sv	para	laN	para	bahu	harayaH Apnuvan
hari	puM	Ap	sv	para	viDi	para	eka	hariH ApnuyAt
hari	puM	Ap	sv	para	viDi	para	dvi	harI ApnuyAtAm
hari	puM	Ap	sv	para	viDi	para	bahu	harayaH ApnuyuH
hari	puM	Ap	sv	para	lfw	para	eka	hariH Apsyati
hari	puM	Ap	sv	para	lfw	para	dvi	harI ApsyataH
hari	puM	Ap	sv	para	lfw	para	bahu	harayaH Apsyanti
hari	puM	Ap	sv	para	luw	para	eka	hariH AptA
hari	puM	Ap	sv	para	luw	para	dvi	harI AptArO
hari	puM	Ap	sv	para	luw	para	bahu	harayaH AptAraH
hari	puM	Ap	sv	para	ASIr	para	eka	hariH ApyAt
hari	puM	Ap	sv	para	ASIr	para	dvi	harI ApyAstAm
hari	puM	Ap	sv	para	ASIr	para	bahu	harayaH ApyAsuH
hari	puM	Ap	sv	para	lfN	para	eka	hariH Apsyat
hari	puM	Ap	sv	para	lfN	para	dvi	harI ApsyatAm
hari	puM	Ap	sv	para	lfN	para	bahu	harayaH Apsyan
hari	puM	Ap	sv	para	liw	para	eka	hariH Apa
hari	puM	Ap	sv	para	liw	para	dvi	harI ApatuH
hari	puM	Ap	sv	para	liw	para	bahu	harayaH ApuH
hari	puM	Ap	sv	para	luN	para	eka	hariH Apat
hari	puM	Ap	sv	para	luN	para	dvi	harI ApatAm
hari	puM	Ap	sv	para	luN	para	bahu	harayaH Apan
hari	puM	liK	tud	para	law	para	eka	hariH liKati
hari	puM	liK	tud	para	law	para	dvi	harI liKataH
hari	puM	liK	tud	para	law	para	bahu	harayaH liKanti
hari	puM	liK	tud	para	low	para	eka	hariH liKatu
hari	puM	liK	tud	para	low	para	dvi	harI liKatAm
hari	puM	liK	tud	para	low	para	bahu	harayaH liKantu
hari	puM	liK	tud	para	laN	para	eka	hariH aliKat
hari	puM	liK	tud	para	laN	para	dvi	harI aliKatAm
hari	puM	liK	tud	para	laN	para	bahu	harayaH aliKan
hari	puM	liK	tud	para	viDi	para	eka	hariH liKet
hari	puM	liK	tud	para	viDi	para	dvi	harI liKetAm
hari	puM	liK	tud	para	viDi	para	bahu	harayaH liKeyuH
hari	puM	liK	tud	para	lfw	para	eka	hariH leKizyati
hari	puM	liK	tud	para	lfw	para	dvi	harI leKizyataH
hari	puM	liK	tud	para	lfw	para	bahu	harayaH leKizyanti
hari	puM	liK	tud	para	luw	para	eka	hariH leKitA
hari	puM	liK	tud	para	luw	para	dvi	harI leKitArO
hari	puM	liK	tud	para	luw	para	bahu	harayaH leKitAraH
hari	puM	liK	tud	para	ASIr	para	eka	hariH liKyAt
hari	puM	liK	tud	para	ASIr	para	dvi	harI liKyAstAm
hari	puM	liK	tud	para	ASIr	para	bahu	harayaH liKyAsuH
hari	puM	liK	tud	para	lfN	para	eka	hariH aleKizyat
hari	puM	liK	tud	para	lfN	para	dvi	harI aleKizyatAm
hari	puM	liK	tud	para	lfN	para	bahu	harayaH aleKizyan
hari	puM	liK	tud	para	liw	para	eka	hariH lileKa
hari	puM	liK	tud	para	liw	para	dvi	harI lileKatuH
hari	puM	liK	tud	para	liw	para	bahu	harayaH liliKuH
hari	puM	liK	tud	para	luN	para	eka	hariH aleKIt
hari	puM	liK	tud	para	luN	para	dvi	harI aleKizwAm
hari	puM	liK	tud	para	luN	para	bahu	harayaH aleKizuH
hari	puM	yuj	ruD	para	law	para	eka	hariH yunakti
hari	puM	yuj	ruD	para	law	para	dvi	harI yuNktaH
hari	puM	yuj	ruD	para	law	para	bahu	harayaH yuYjanti
hari	puM	yuj	ruD	para	low	para	eka	hariH yunaktu
hari	puM	yuj	ruD	para	low	para	dvi	harI yuNktAm
hari	puM	yuj	ruD	para	low	para	bahu	harayaH yuYjantu
hari	puM	yuj	ruD	para	laN	para	eka	hariH ayunak
hari	puM	yuj	ruD	para	laN	para	dvi	harI ayuNktAm
hari	puM	yuj	ruD	para	laN	para	bahu	harayaH ayuYjan
hari	puM	yuj	ruD	para	viDi	para	eka	hariH yuYjyAt
hari	puM	yuj	ruD	para	viDi	para	dvi	harI yuYjyAtAm
hari	puM	yuj	ruD	para	viDi	para	bahu	harayaH yuYjyuH
hari	puM	yuj	ruD	para	lfw	para	eka	hariH yokzyati
hari	puM	yuj	ruD	para	lfw	para	dvi	harI yokzyataH
hari	puM	yuj	ruD	para	lfw	para	bahu	harayaH yokzyanti
hari	puM	yuj	ruD	para	luw	para	eka	hariH yoktA
hari	puM	yuj	ruD	para	luw	para	dvi	harI yoktArO
hari	puM	yuj	ruD	para	luw	para	bahu	harayaH yoktAraH
hari	puM	yuj	ruD	para	ASIr	para	eka	hariH yujyAt
hari	puM	yuj	ruD	para	ASIr	para	dvi	harI yujyAstAm
hari	puM	yuj	ruD	para	ASIr	para	bahu	harayaH yujyAsuH
hari	puM	yuj	ruD	para	lfN	para	eka	hariH ayokzyat
hari	puM	yuj	ruD	para	lfN	para	dvi	harI ayokzyatAm
hari	puM	yuj	ruD	para	lfN	para	bahu	harayaH ayokzyan
hari	puM	yuj	ruD	para	liw	para	eka	hariH yuyoja
hari	puM	yuj	ruD	para	liw	para	dvi	harI yuyujatuH
hari	puM	yuj	ruD	para	liw	para	bahu	harayaH yuyujuH
hari	puM	yuj	ruD	para	luN	para	eka	hariH ayOkzIt
hari	puM	yuj	ruD	para	luN	para	dvi	harI ayOktAm
hari	puM	yuj	ruD	para	luN	para	bahu	harayaH ayOkzuH
hari	puM	kf	tan	para	law	para	eka	hariH karoti
hari	puM	kf	tan	para	law	para	dvi	harI kurutaH
hari	puM	kf	tan	para	law	para	bahu	harayaH kurvanti
hari	puM	kf	tan	para	low	para	eka	hariH karotu
hari	puM	kf	tan	para	low	para	dvi	harI kurutaH
hari	puM	kf	tan	para	low	para	bahu	harayaH kurvantu
hari	puM	kf	tan	para	laN	para	eka	hariH akarot
hari	puM	kf	tan	para	laN	para	dvi	harI akurutAm
hari	puM	kf	tan	para	laN	para	bahu	harayaH akurvan
hari	puM	kf	tan	para	viDi	para	eka	hariH kuryAt
hari	puM	kf	tan	para	viDi	para	dvi	harI kuryAtAm
hari	puM	kf	tan	para	viDi	para	bahu	harayaH kuryuH
hari	puM	kf	tan	para	lfw	para	eka	hariH karizyati
hari	puM	kf	tan	para	lfw	para	dvi	harI karizyataH
hari	puM	kf	tan	para	lfw	para	bahu	harayaH karizyanti
hari	puM	kf	tan	para	luw	para	eka	hariH kartA
hari	puM	kf	tan	para	luw	para	dvi	harI kartArO
hari	puM	kf	tan	para	luw	para	bahu	harayaH kartAraH
hari	puM	kf	tan	para	ASIr	para	eka	hariH kriyAt
hari	puM	kf	tan	para	ASIr	para	dvi	harI kriyAstAm
hari	puM	kf	tan	para	ASIr	para	bahu	harayaH kriyAsuH
hari	puM	kf	tan	para	lfN	para	eka	hariH akarizyat
hari	puM	kf	tan	para	lfN	para	dvi	harI akarizyatAm
hari	puM	kf	tan	para	lfN	para	bahu	harayaH akarizyan
hari	puM	kf	tan	para	liw	para	eka	hariH cakAra
hari	puM	kf	tan	para	liw	para	dvi	harI cakratuH
hari	puM	kf	tan	para	liw	para	bahu	harayaH cakruH
hari	puM	kf	tan	para	luN	para	eka	hariH akArzIt
hari	puM	kf	tan	para	luN	para	dvi	harI akArzwAm
hari	puM	kf	tan	para	luN	para	bahu	harayaH bAlakAH-bAlikAHakArzuH
hari	puM	krI	kry	para	law	para	eka	hariH krIRAti
hari	puM	krI	kry	para	law	para	dvi	harI krIRItaH
hari	puM	krI	kry	para	law	para	bahu	harayaH krIRanti
hari	puM	krI	kry	para	low	para	eka	hariH krIRAtu
hari	puM	krI	kry	para	low	para	dvi	harI krIRItAm
hari	puM	krI	kry	para	low	para	bahu	harayaH krIRantu
hari	puM	krI	kry	para	laN	para	eka	hariH akrIRAt
hari	puM	krI	kry	para	laN	para	dvi	harI akrIRItAm
hari	puM	krI	kry	para	laN	para	bahu	harayaH akrIRan
hari	puM	krI	kry	para	viDi	para	eka	hariH krIRIyAt
hari	puM	krI	kry	para	viDi	para	dvi	harI krIRIyAtAm
hari	puM	krI	kry	para	viDi	para	bahu	harayaH krIRIyuH
hari	puM	krI	kry	para	lfw	para	eka	hariH krezyati
hari	puM	krI	kry	para	lfw	para	dvi	harI krezyataH
hari	puM	krI	kry	para	lfw	para	bahu	harayaH krezyanti
hari	puM	krI	kry	para	luw	para	eka	hariH kretA
hari	puM	krI	kry	para	luw	para	dvi	harI kretArO
hari	puM	krI	kry	para	luw	para	bahu	harayaH kretAraH
hari	puM	krI	kry	para	ASIr	para	eka	hariH krIyAt
hari	puM	krI	kry	para	ASIr	para	dvi	harI krIyAstAm
hari	puM	krI	kry	para	ASIr	para	bahu	harayaH krIyAsuH
hari	puM	krI	kry	para	lfN	para	eka	hariH akrezyat
hari	puM	krI	kry	para	lfN	para	dvi	harI akrezyatAm
hari	puM	krI	kry	para	lfN	para	bahu	harayaH akrezyan
hari	puM	krI	kry	para	liw	para	eka	hariH cikrAya
hari	puM	krI	kry	para	liw	para	dvi	harI cikriyatuH
hari	puM	krI	kry	para	liw	para	bahu	harayaH cikriyuH
hari	puM	krI	kry	para	luN	para	eka	hariH akrEzIt
hari	puM	krI	kry	para	luN	para	dvi	harI akrEzwAm
hari	puM	krI	kry	para	luN	para	bahu	harayaH akrEzuH
hari	puM	kaT	cur	para	law	para	eka	hariH kaTayati
hari	puM	kaT	cur	para	law	para	dvi	harI kaTayataH
hari	puM	kaT	cur	para	law	para	bahu	harayaH kaTayanti
hari	puM	kaT	cur	para	low	para	eka	hariH kaTayatu
hari	puM	kaT	cur	para	low	para	dvi	harI kaTayatAm
hari	puM	kaT	cur	para	low	para	bahu	harayaH kaTayantu
hari	puM	kaT	cur	para	laN	para	eka	hariH akaTayat
hari	puM	kaT	cur	para	laN	para	dvi	harI akaTayatAm
hari	puM	kaT	cur	para	laN	para	bahu	harayaH akaTayan
hari	puM	kaT	cur	para	viDi	para	eka	hariH kaTayet
hari	puM	kaT	cur	para	viDi	para	dvi	harI kaTayetAm
hari	puM	kaT	cur	para	viDi	para	bahu	harayaH kaTayeyuH
hari	puM	kaT	cur	para	lfw	para	eka	hariH kaTayizyati
hari	puM	kaT	cur	para	lfw	para	dvi	harI kaTayizyataH
hari	puM	kaT	cur	para	lfw	para	bahu	harayaH kaTayizyanti
hari	puM	kaT	cur	para	luw	para	eka	hariH kaTayitA
hari	puM	kaT	cur	para	luw	para	dvi	harI kaTayitArO
hari	puM	kaT	cur	para	luw	para	bahu	harayaH kaTayitAraH
hari	puM	kaT	cur	para	ASIr	para	eka	hariH kaTyAt
hari	puM	kaT	cur	para	ASIr	para	dvi	harI kaTyAstAm
hari	puM	kaT	cur	para	ASIr	para	bahu	harayaH kaTyAsuH
hari	puM	kaT	cur	para	lfN	para	eka	hariH akaTayizyat
hari	puM	kaT	cur	para	lfN	para	dvi	harI akaTayizyatAm
hari	puM	kaT	cur	para	lfN	para	bahu	harayaH akaTayizyan
hari	puM	kaT	cur	para	liw	para	eka	hariH kaTayAYcakAra
hari	puM	kaT	cur	para	liw	para	dvi	harI kaTayAYcakratuH
hari	puM	kaT	cur	para	liw	para	bahu	harayaH kaTayAYcakruH
hari	puM	kaT	cur	para	luN	para	eka	hariH acakaTat
hari	puM	kaT	cur	para	luN	para	dvi	harI acakaTatAm
hari	puM	kaT	cur	para	luN	para	bahu	harayaH acakaTan
guru	puM	paW	Bv	para	law	para	eka	guruH paWati
guru	puM	paW	Bv	para	law	para	dvi	gurU paWataH
guru	puM	paW	Bv	para	law	para	bahu	guravaH paWanti
guru	puM	paW	Bv	para	low	para	eka	guruH paWatu
guru	puM	paW	Bv	para	low	para	dvi	gurU paWatAm
guru	puM	paW	Bv	para	low	para	bahu	guravaH paWantu
guru	puM	paW	Bv	para	laN	para	eka	guruH apaWat
guru	puM	paW	Bv	para	laN	para	dvi	gurU apaWatAm
guru	puM	paW	Bv	para	laN	para	bahu	guravaH apaWan
guru	puM	paW	Bv	para	viDi	para	eka	guruH paWet
guru	puM	paW	Bv	para	viDi	para	dvi	gurU paWetAm
guru	puM	paW	Bv	para	viDi	para	bahu	guravaH paWeyuH
guru	puM	paW	Bv	para	lfw	para	eka	guruH paWizyati
guru	puM	paW	Bv	para	lfw	para	dvi	gurU paWizyataH
guru	puM	paW	Bv	para	lfw	para	bahu	guravaH paWizyanti
guru	puM	paW	Bv	para	luw	para	eka	guruH paWitA
guru	puM	paW	Bv	para	luw	para	dvi	gurU paWitArO
guru	puM	paW	Bv	para	luw	para	bahu	guravaH paWitAraH
guru	puM	paW	Bv	para	ASIr	para	eka	guruH paWyAt
guru	puM	paW	Bv	para	ASIr	para	dvi	gurU paWyAstAm
guru	puM	paW	Bv	para	ASIr	para	bahu	guravaH paWyAsuH
guru	puM	paW	Bv	para	lfN	para	eka	guruH apaWizyat
guru	puM	paW	Bv	para	lfN	para	dvi	gurU apaWizyatAm
guru	puM	paW	Bv	para	lfN	para	bahu	guravaH apaWizyan
guru	puM	paW	Bv	para	liw	para	eka	guruH papAWa
guru	puM	paW	Bv	para	liw	para	dvi	gurU peWatuH
guru	puM	paW	Bv	para	liw	para	bahu	guravaH peWuH
guru	puM	paW	Bv	para	luN	para	eka	guruH apAWIt
guru	puM	paW	Bv	para	luN	para	dvi	gurU apAWizwAm
guru	puM	paW	Bv	para	luN	para	bahu	guravaH apAWizuH
guru	puM	yA	ad	para	law	para	eka	guruH yAti
guru	puM	yA	ad	para	law	para	dvi	gurU yAtaH
guru	puM	yA	ad	para	law	para	bahu	guravaH yAnti
guru	puM	yA	ad	para	low	para	eka	guruH yAtu
guru	puM	yA	ad	para	low	para	dvi	gurU yAtAm
guru	puM	yA	ad	para	low	para	bahu	guravaH yAntu
guru	puM	yA	ad	para	laN	para	eka	guruH AyAt
guru	puM	yA	ad	para	laN	para	dvi	gurU AyAtam
guru	puM	yA	ad	para	laN	para	bahu	guravaH ayuH-ayAn
guru	puM	yA	ad	para	viDi	para	eka	guruH yAyAt
guru	puM	yA	ad	para	viDi	para	dvi	gurU yAyAtam
guru	puM	yA	ad	para	viDi	para	bahu	guravaH yAyuH
guru	puM	yA	ad	para	lfw	para	eka	guruH yAsyati
guru	puM	yA	ad	para	lfw	para	dvi	gurU yAsyataH
guru	puM	yA	ad	para	lfw	para	bahu	guravaH yAsyanti
guru	puM	yA	ad	para	luw	para	eka	guruH yAtA
guru	puM	yA	ad	para	luw	para	dvi	gurU yAtArO
guru	puM	yA	ad	para	luw	para	bahu	guravaH yAtAraH
guru	puM	yA	ad	para	ASIr	para	eka	guruH yAyAt
guru	puM	yA	ad	para	ASIr	para	dvi	gurU yAyAstam
guru	puM	yA	ad	para	ASIr	para	bahu	guravaH yAyAsuH
guru	puM	yA	ad	para	lfN	para	eka	guruH ayAsyat
guru	puM	yA	ad	para	lfN	para	dvi	gurU ayAsyatAm
guru	puM	yA	ad	para	lfN	para	bahu	guravaH ayAsyan
guru	puM	yA	ad	para	liw	para	eka	guruH yayO
guru	puM	yA	ad	para	liw	para	dvi	gurU yayatuH
guru	puM	yA	ad	para	liw	para	bahu	guravaH yayuH
guru	puM	yA	ad	para	luN	para	eka	guruH ayAsIt
guru	puM	yA	ad	para	luN	para	dvi	gurU ayAsizwAm
guru	puM	yA	ad	para	luN	para	bahu	guravaH ayAsizuH
guru	puM	hu	juhoty	para	law	para	eka	guruH jahAti
guru	puM	hu	juhoty	para	law	para	dvi	gurU jahItaH
guru	puM	hu	juhoty	para	law	para	bahu	guravaH jahati
guru	puM	hu	juhoty	para	low	para	eka	guruH jahAtu
guru	puM	hu	juhoty	para	low	para	dvi	gurU jahItAm
guru	puM	hu	juhoty	para	low	para	bahu	guravaH jahatu
guru	puM	hu	juhoty	para	laN	para	eka	guruH ajahAt
guru	puM	hu	juhoty	para	laN	para	dvi	gurU ajahItAm
guru	puM	hu	juhoty	para	laN	para	bahu	guravaH ajahIta
guru	puM	hu	juhoty	para	viDi	para	eka	guruH jahyAt
guru	puM	hu	juhoty	para	viDi	para	dvi	gurU jahyAtAm
guru	puM	hu	juhoty	para	viDi	para	bahu	guravaH jahyuH
guru	puM	hu	juhoty	para	lfw	para	eka	guruH hAsyati
guru	puM	hu	juhoty	para	lfw	para	dvi	gurU hAsyataH
guru	puM	hu	juhoty	para	lfw	para	bahu	guravaH hAsyanti
guru	puM	hu	juhoty	para	luw	para	eka	guruH hAtA
guru	puM	hu	juhoty	para	luw	para	dvi	gurU hAtArO
guru	puM	hu	juhoty	para	luw	para	bahu	guravaH hAtAraH
guru	puM	hu	juhoty	para	ASIr	para	eka	guruH heyAt
guru	puM	hu	juhoty	para	ASIr	para	dvi	gurU heyAstAm
guru	puM	hu	juhoty	para	ASIr	para	bahu	guravaH heyAsuH
guru	puM	hu	juhoty	para	lfN	para	eka	guruH ahAsyat
guru	puM	hu	juhoty	para	lfN	para	dvi	gurU ahAsyatAm
guru	puM	hu	juhoty	para	lfN	para	bahu	guravaH ahAsyan
guru	puM	hu	juhoty	para	liw	para	eka	guruH jahO
guru	puM	hu	juhoty	para	liw	para	dvi	gurU jahatuH
guru	puM	hu	juhoty	para	liw	para	bahu	guravaH jahuH
guru	puM	hu	juhoty	para	luN	para	eka	guruH ahAsIt
guru	puM	hu	juhoty	para	luN	para	dvi	gurU ahAsizwam
guru	puM	hu	juhoty	para	luN	para	bahu	guravaH ahAsizwa
guru	puM	kzip	div	para	law	para	eka	guruH kzipyati
guru	puM	kzip	div	para	law	para	dvi	gurU kzipyataH
guru	puM	kzip	div	para	law	para	bahu	guravaH kzipyanti
guru	puM	kzip	div	para	low	para	eka	guruH kzipyatu
guru	puM	kzip	div	para	low	para	dvi	gurU kzipyatAm
guru	puM	kzip	div	para	low	para	bahu	guravaH kzipyantu
guru	puM	kzip	div	para	laN	para	eka	guruH akzipyat
guru	puM	kzip	div	para	laN	para	dvi	gurU akzipyatAm
guru	puM	kzip	div	para	laN	para	bahu	guravaH akzipyan
guru	puM	kzip	div	para	viDi	para	eka	guruH kzipyet
guru	puM	kzip	div	para	viDi	para	dvi	gurU kzipyetAm
guru	puM	kzip	div	para	viDi	para	bahu	guravaH kzipyeyuH
guru	puM	kzip	div	para	lfw	para	eka	guruH kzepsyati
guru	puM	kzip	div	para	lfw	para	dvi	gurU kzepsyataH
guru	puM	kzip	div	para	lfw	para	bahu	guravaH kzepsyanti
guru	puM	kzip	div	para	luw	para	eka	guruH kzeptA
guru	puM	kzip	div	para	luw	para	dvi	gurU kzeptArO
guru	puM	kzip	div	para	luw	para	bahu	guravaH kzeptAraH
guru	puM	kzip	div	para	ASIr	para	eka	guruH kzipyAt
guru	puM	kzip	div	para	ASIr	para	dvi	gurU kzipyAstAm
guru	puM	kzip	div	para	ASIr	para	bahu	guravaH kzipyAsuH
guru	puM	kzip	div	para	lfN	para	eka	guruH akzepsyat
guru	puM	kzip	div	para	lfN	para	dvi	gurU akzepsyatAm
guru	puM	kzip	div	para	lfN	para	bahu	guravaH akzepsyan
guru	puM	kzip	div	para	liw	para	eka	guruH cikzepa
guru	puM	kzip	div	para	liw	para	dvi	gurU cikzipatuH
guru	puM	kzip	div	para	liw	para	bahu	guravaH cikzipuH
guru	puM	kzip	div	para	luN	para	eka	guruH akzipat
guru	puM	kzip	div	para	luN	para	dvi	gurU akzipatAm
guru	puM	kzip	div	para	luN	para	bahu	guravaH akzipan
guru	puM	Ap	sv	para	law	para	eka	guruH Apnoti
guru	puM	Ap	sv	para	law	para	dvi	gurU ApnutaH
guru	puM	Ap	sv	para	law	para	bahu	guravaH Apnuvanti
guru	puM	Ap	sv	para	low	para	eka	guruH Apnotu
guru	puM	Ap	sv	para	low	para	dvi	gurU ApnutaH
guru	puM	Ap	sv	para	low	para	bahu	guravaH Apnuvantu
guru	puM	Ap	sv	para	laN	para	eka	guruH Apnot
guru	puM	Ap	sv	para	laN	para	dvi	gurU ApnutAm
guru	puM	Ap	sv	para	laN	para	bahu	guravaH Apnuvan
guru	puM	Ap	sv	para	viDi	para	eka	guruH ApnuyAt
guru	puM	Ap	sv	para	viDi	para	dvi	gurU ApnuyAtAm
guru	puM	Ap	sv	para	viDi	para	bahu	guravaH ApnuyuH
guru	puM	Ap	sv	para	lfw	para	eka	guruH Apsyati
guru	puM	Ap	sv	para	lfw	para	dvi	gurU ApsyataH
guru	puM	Ap	sv	para	lfw	para	bahu	guravaH Apsyanti
guru	puM	Ap	sv	para	luw	para	eka	guruH AptA
guru	puM	Ap	sv	para	luw	para	dvi	gurU AptArO
guru	puM	Ap	sv	para	luw	para	bahu	guravaH AptAraH
guru	puM	Ap	sv	para	ASIr	para	eka	guruH ApyAt
guru	puM	Ap	sv	para	ASIr	para	dvi	gurU ApyAstAm
guru	puM	Ap	sv	para	ASIr	para	bahu	guravaH ApyAsuH
guru	puM	Ap	sv	para	lfN	para	eka	guruH Apsyat
guru	puM	Ap	sv	para	lfN	para	dvi	gurU ApsyatAm
guru	puM	Ap	sv	para	lfN	para	bahu	guravaH Apsyan
guru	puM	Ap	sv	para	liw	para	eka	guruH Apa
guru	puM	Ap	sv	para	liw	para	dvi	gurU ApatuH
guru	puM	Ap	sv	para	liw	para	bahu	guravaH ApuH
guru	puM	Ap	sv	para	luN	para	eka	guruH Apat
guru	puM	Ap	sv	para	luN	para	dvi	gurU ApatAm
guru	puM	Ap	sv	para	luN	para	bahu	guravaH Apan
guru	puM	liK	tud	para	law	para	eka	guruH liKati
guru	puM	liK	tud	para	law	para	dvi	gurU liKataH
guru	puM	liK	tud	para	law	para	bahu	guravaH liKanti
guru	puM	liK	tud	para	low	para	eka	guruH liKatu
guru	puM	liK	tud	para	low	para	dvi	gurU liKatAm
guru	puM	liK	tud	para	low	para	bahu	guravaH liKantu
guru	puM	liK	tud	para	laN	para	eka	guruH aliKat
guru	puM	liK	tud	para	laN	para	dvi	gurU aliKatAm
guru	puM	liK	tud	para	laN	para	bahu	guravaH aliKan
guru	puM	liK	tud	para	viDi	para	eka	guruH liKet
guru	puM	liK	tud	para	viDi	para	dvi	gurU liKetAm
guru	puM	liK	tud	para	viDi	para	bahu	guravaH liKeyuH
guru	puM	liK	tud	para	lfw	para	eka	guruH leKizyati
guru	puM	liK	tud	para	lfw	para	dvi	gurU leKizyataH
guru	puM	liK	tud	para	lfw	para	bahu	guravaH leKizyanti
guru	puM	liK	tud	para	luw	para	eka	guruH leKitA
guru	puM	liK	tud	para	luw	para	dvi	gurU leKitArO
guru	puM	liK	tud	para	luw	para	bahu	guravaH leKitAraH
guru	puM	liK	tud	para	ASIr	para	eka	guruH liKyAt
guru	puM	liK	tud	para	ASIr	para	dvi	gurU liKyAstAm
guru	puM	liK	tud	para	ASIr	para	bahu	guravaH liKyAsuH
guru	puM	liK	tud	para	lfN	para	eka	guruH aleKizyat
guru	puM	liK	tud	para	lfN	para	dvi	gurU aleKizyatAm
guru	puM	liK	tud	para	lfN	para	bahu	guravaH aleKizyan
guru	puM	liK	tud	para	liw	para	eka	guruH lileKa
guru	puM	liK	tud	para	liw	para	dvi	gurU lileKatuH
guru	puM	liK	tud	para	liw	para	bahu	guravaH liliKuH
guru	puM	liK	tud	para	luN	para	eka	guruH aleKIt
guru	puM	liK	tud	para	luN	para	dvi	gurU aleKizwAm
guru	puM	liK	tud	para	luN	para	bahu	guravaH aleKizuH
guru	puM	yuj	ruD	para	law	para	eka	guruH yunakti
guru	puM	yuj	ruD	para	law	para	dvi	gurU yuNktaH
guru	puM	yuj	ruD	para	law	para	bahu	guravaH yuYjanti
guru	puM	yuj	ruD	para	low	para	eka	guruH yunaktu
guru	puM	yuj	ruD	para	low	para	dvi	gurU yuNktAm
guru	puM	yuj	ruD	para	low	para	bahu	guravaH yuYjantu
guru	puM	yuj	ruD	para	laN	para	eka	guruH ayunak
guru	puM	yuj	ruD	para	laN	para	dvi	gurU ayuNktAm
guru	puM	yuj	ruD	para	laN	para	bahu	guravaH ayuYjan
guru	puM	yuj	ruD	para	viDi	para	eka	guruH yuYjyAt
guru	puM	yuj	ruD	para	viDi	para	dvi	gurU yuYjyAtAm
guru	puM	yuj	ruD	para	viDi	para	bahu	guravaH yuYjyuH
guru	puM	yuj	ruD	para	lfw	para	eka	guruH yokzyati
guru	puM	yuj	ruD	para	lfw	para	dvi	gurU yokzyataH
guru	puM	yuj	ruD	para	lfw	para	bahu	guravaH yokzyanti
guru	puM	yuj	ruD	para	luw	para	eka	guruH yoktA
guru	puM	yuj	ruD	para	luw	para	dvi	gurU yoktArO
guru	puM	yuj	ruD	para	luw	para	bahu	guravaH yoktAraH
guru	puM	yuj	ruD	para	ASIr	para	eka	guruH yujyAt
guru	puM	yuj	ruD	para	ASIr	para	dvi	gurU yujyAstAm
guru	puM	yuj	ruD	para	ASIr	para	bahu	guravaH yujyAsuH
guru	puM	yuj	ruD	para	lfN	para	eka	guruH ayokzyat
guru	puM	yuj	ruD	para	lfN	para	dvi	gurU ayokzyatAm
guru	puM	yuj	ruD	para	lfN	para	bahu	guravaH ayokzyan
guru	puM	yuj	ruD	para	liw	para	eka	guruH yuyoja
guru	puM	yuj	ruD	para	liw	para	dvi	gurU yuyujatuH
guru	puM	yuj	ruD	para	liw	para	bahu	guravaH yuyujuH
guru	puM	yuj	ruD	para	luN	para	eka	guruH ayOkzIt
guru	puM	yuj	ruD	para	luN	para	dvi	gurU ayOktAm
guru	puM	yuj	ruD	para	luN	para	bahu	guravaH ayOkzuH
